"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",1.25798,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",1.2697,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",1.24596,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",1.23247,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",1.29747,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",1.29384,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2021","2021",1.28066,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","1999","1999",0.81989,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2000","2000",0.88556,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2001","2001",0.92502,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2002","2002",0.96927,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2003","2003",1.01306,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2004","2004",1.02768,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2005","2005",1.0497,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2006","2006",1.08871,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2007","2007",1.10071,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2008","2008",1.11289,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2009","2009",1.10247,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2010","2010",1.11647,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2011","2011",1.09071,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2012","2012",1.08849,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2015","2015",1.08415,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2016","2016",1.15443,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2017","2017",1.18825,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2018","2018",1.20304,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2019","2019",1.09155,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2020","2020",1.12518,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","DEU","Germany","2021","2021",1.14279,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","1998","1998",0.56271,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","1999","1999",0.59005,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","2013","2013",0.86215,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","2014","2014",0.87569,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","2015","2015",0.89556,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","2016","2016",0.89834,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","2017","2017",0.90923,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","2018","2018",0.91488,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","2019","2019",0.93249,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","JPN","Japan","2020","2020",0.94374,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","1999","1999",1.37605,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2000","2000",1.31874,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2001","2001",1.39056,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2002","2002",1.39588,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2003","2003",1.43545,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2004","2004",1.4607,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2005","2005",1.50223,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2006","2006",1.5078,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2007","2007",1.51161,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2008","2008",1.5109,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2009","2009",1.46726,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2010","2010",1.46487,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2011","2011",1.47192,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2012","2012",1.46188,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2013","2013",1.42865,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2014","2014",1.42297,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2015","2015",1.45129,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2016","2016",1.39237,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2017","2017",1.39682,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2018","2018",1.40126,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2019","2019",1.38856,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2020","2020",1.37856,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2021","2021",1.39849,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","1999","1999",1.49036,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2000","2000",1.47498,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2001","2001",1.23032,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2002","2002",1.61777,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2003","2003",1.58963,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2004","2004",1.6147,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2005","2005",1.62826,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2006","2006",1.63023,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2007","2007",1.63029,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2008","2008",1.61423,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2009","2009",1.60488,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2010","2010",1.61243,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2011","2011",1.56103,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2012","2012",1.54382,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2013","2013",1.5679,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2014","2014",1.49005,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2015","2015",1.46382,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2016","2016",1.46763,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2017","2017",1.43546,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2018","2018",1.46732,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2019","2019",1.48521,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2020","2020",1.48448,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","LVA","Latvia","2021","2021",1.46488,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","1999","1999",1.15524,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2000","2000",1.13424,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2001","2001",1.12242,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2002","2002",1.19387,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2003","2003",1.17265,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2004","2004",1.24703,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2005","2005",1.26402,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2006","2006",1.3837,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2007","2007",1.45889,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2008","2008",1.49621,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2009","2009",1.47412,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2010","2010",1.47685,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2011","2011",1.45972,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2012","2012",1.45203,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2013","2013",1.45248,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2014","2014",1.44995,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2015","2015",1.43884,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2017","2017",1.44344,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2018","2018",1.44135,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2019","2019",1.42165,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2020","2020",1.41522,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2021","2021",1.43017,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","USA","United States of America","1999","1999",1.25186,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2004","2004",1.4799,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2005","2005",1.495,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2006","2006",1.49819,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2007","2007",1.50742,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2008","2008",1.49072,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2010","2010",1.48725,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2011","2011",1.50035,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2012","2012",1.47654,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2017","2017",1.3628,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2018","2018",1.36658,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2019","2019",1.38169,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2020","2020",1.35137,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","GRC","Greece","2021","2021",1.34018,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","1998","1998",0.76702,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","1999","1999",0.7861,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2000","2000",0.94887,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2001","2001",0.94209,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2002","2002",0.98762,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2003","2003",0.97686,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2004","2004",1.05298,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2005","2005",1.051,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2006","2006",1.06388,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2007","2007",1.01949,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2008","2008",0.99236,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2009","2009",0.99321,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2011","2011",1.03212,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2012","2012",1.06451,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2013","2013",1.06979,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2014","2014",1.10246,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2015","2015",1.13091,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2016","2016",1.14629,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2017","2017",1.15063,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2019","2019",1.13101,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2020","2020",1.12102,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2021","2021",1.13749,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","CAN","Canada","1998","1998",1.33104,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","CAN","Canada","1999","1999",1.34092,,
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","CAN","Canada","2004","2004",1.39964,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","CAN","Canada","2005","2005",1.40504,"+","National Estimation"
"GGR_6T7_GPIA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)","CAN","Canada","2012","2012",1.39618,"+","National Estimation"
